GEOID,geometry,NAME,variable,value,moe,Year,short_label,SE,CoV
53033032215,"list(list(c(-122.013869, -122.013867, -122.013651, -122.012068, -122.010336, -122.003177, -121.998397, -121.993613, -121.987105, -121.979585, -121.975285, -121.970491, -121.970393, -121.969373, -121.964402, -121.960953, -121.959044, -121.957465, -121.958112, -121.960805, -121.961361, -121.961724, -121.959721, -121.956473, -121.955942, -121.953191, -121.954132, -121.959528, -121.963012, -121.965221, -121.966978, -121.969192, -121.970738, -121.972739, -121.971315, -121.971911, -121.978221, -121.980659, 
-121.982573, -121.984772, -121.987896, -121.992708, -121.995314, -122.001321, -122.003151, -122.003292, -122.00872, -122.008692, -122.008691, -122.007874, -122.007825, -122.007278, -122.005975, -122.005302, -122.004482, -122.004694, -122.013867, -122.013866, -122.013868, -122.013869, -122.013869, 47.627695, 47.631419, 47.638305, 47.638586, 47.639829, 47.636552, 47.631494, 47.628054, 47.627936, 47.626817, 47.62558, 47.623305, 47.623275, 47.623013, 47.622322, 47.62091, 47.619228, 47.615067, 47.610847, 
47.605366, 47.603262, 47.598527, 47.594105, 47.590536, 47.590073, 47.588294, 47.585387, 47.584885, 47.584185, 47.584649, 47.584604, 47.584388, 47.584473, 47.584472, 47.588023, 47.589036, 47.592737, 47.59556, 47.594769, 47.596304, 47.596831, 47.597146, 47.594322, 47.592598, 47.590386, 47.588029, 47.587924, 47.596982, 47.598089, 47.600186, 47.601505, 47.60524, 47.609314, 47.61252, 47.613775, 47.616446, 47.616726, 47.622223, 47.624054, 47.627654, 47.627695)))","Census Tract 322.15, King County, Washington",B25064_001,1990,336,2014,Median Gross Rent,204.27349552235452,0.10264999774992689
53033032316,"list(list(c(-122.096872, -122.091603, -122.091407, -122.091233, -122.091233, -122.089365, -122.088162, -122.087555, -122.084594, -122.078854, -122.074431, -122.070814, -122.06783, -122.062638, -122.062484, -122.062209, -122.055819, -122.055768, -122.056585, -122.056458, -122.055356, -122.061303, -122.061913, -122.061927, -122.062875, -122.061963, -122.061717, -122.059347, -122.056013, -122.052965, -122.051697, -122.051746, -122.057053, -122.05717, -122.059378, -122.064011, -122.069377, -122.067894, 
-122.067746, -122.06804, -122.069158, -122.081966, -122.080959, -122.07973, -122.078956, -122.07922, -122.080679, -122.08267, -122.087976, -122.09349, -122.096693, -122.098433, -122.096872, 47.649874, 47.653748, 47.653916, 47.653971, 47.654114, 47.656531, 47.657487, 47.657407, 47.656854, 47.655791, 47.655108, 47.65604, 47.656623, 47.656488, 47.653983, 47.653532, 47.649299, 47.648605, 47.644495, 47.643932, 47.642294, 47.641259, 47.640487, 47.63745, 47.636132, 47.634872, 47.629876, 47.628147, 47.627924, 
47.628877, 47.627285, 47.623755, 47.623761, 47.617595, 47.61937, 47.621028, 47.622283, 47.618799, 47.616483, 47.615241, 47.61549, 47.61748, 47.618423, 47.621057, 47.624706, 47.627534, 47.633715, 47.635878, 47.639506, 47.645112, 47.64745, 47.648721, 47.649874)))","Census Tract 323.16, King County, Washington",B25064_001,2001,NA,2014,Median Gross Rent,NA,NA
53033032317,"list(list(c(-122.062875, -122.061927, -122.061913, -122.061303, -122.055356, -122.055249, -122.054444, -122.053782, -122.042244, -122.037152, -122.035621, -122.035447, -122.035466, -122.035468, -122.035476, -122.03548, -122.035479, -122.040822, -122.042582, -122.046365, -122.051735, -122.056358, -122.05717, -122.057053, -122.051746, -122.051697, -122.052965, -122.056013, -122.059347, -122.061717, -122.061963, -122.062875, 47.636132, 47.63745, 47.640487, 47.641259, 47.642294, 47.642091, 47.640612, 
47.640132, 47.636022, 47.63483, 47.633385, 47.631643, 47.627055, 47.625371, 47.622065, 47.620568, 47.616536, 47.614316, 47.614243, 47.614283, 47.615569, 47.617079, 47.617595, 47.623761, 47.623755, 47.627285, 47.628877, 47.627924, 47.628147, 47.629876, 47.634872, 47.636132)))","Census Tract 323.17, King County, Washington",B25064_001,1566,238,2014,Median Gross Rent,144.6937259950011,0.09239701532247835
53033032327,"list(list(c(-122.086931, -122.079269, -122.078992, -122.078567, -122.075137, -122.073159, -122.072477, -122.068154, -122.067779, -122.069673, -122.071272, -122.071341, -122.073267, -122.075689, -122.072679, -122.062337, -122.060314, -122.050418, -122.047856, -122.047653, -122.048225, -122.046953, -122.044298, -122.041072, -122.038762, -122.035391, -122.034437, -122.034456, -122.034429, -122.033164, -122.028297, -122.027999, -122.027756, -122.024014, -122.020573, -122.012279, -122.010426, -122.010563, 
-122.009182, -122.008904, -122.00825, -122.00756, -122.005922, -122.005393, -122.003794, -122.00395, -122.004557, -122.014005, -122.014131, -122.014786, -122.0171, -122.034204, -122.0454, -122.055714, -122.05904, -122.062444, -122.073619, -122.078133, -122.082287, -122.087274, -122.086931, 47.689571, 47.692059, 47.692394, 47.69306, 47.695293, 47.697162, 47.699562, 47.701085, 47.709714, 47.709689, 47.710892, 47.712779, 47.714334, 47.717704, 47.718396, 47.718241, 47.718839, 47.718615, 47.718492, 47.722735, 
47.725126, 47.726125, 47.725971, 47.724279, 47.723905, 47.725444, 47.730023, 47.732015, 47.732313, 47.732345, 47.73247, 47.732492, 47.731822, 47.732406, 47.732075, 47.732524, 47.729534, 47.727248, 47.722684, 47.719369, 47.71754, 47.713208, 47.708996, 47.707773, 47.705216, 47.703428, 47.702143, 47.702007, 47.70203, 47.70216, 47.702425, 47.697795, 47.694696, 47.69182, 47.689673, 47.688683, 47.688597, 47.687573, 47.688567, 47.689199, 47.689571)))","Census Tract 323.27, King County, Washington",B25064_001,2001,NA,2014,Median Gross Rent,NA,NA
53033030311,"list(list(c(-122.376948, -122.376571, -122.373553, -122.372963, -122.376106, -122.375107, -122.372307, -122.360949, -122.360936, -122.360929, -122.360916, -122.360913, -122.360899, -122.366555, -122.368591, -122.372007, -122.372665, -122.374161, -122.376824, -122.376807, -122.376593, -122.376948, 47.309315, 47.311166, 47.310972, 47.312092, 47.313086, 47.313383, 47.315159, 47.315173, 47.310087, 47.30841, 47.304486, 47.302859, 47.300689, 47.300477, 47.299028, 47.301161, 47.301448, 47.299378, 47.299194, 
47.300725, 47.306889, 47.309315)))","Census Tract 303.11, King County, Washington",B25064_001,890,88,2014,Median Gross Rent,53.50020120823571,0.06011258562723113
53033030503,"list(list(c(-122.229173, -122.218304, -122.215273, -122.212908, -122.212287, -122.210713, -122.209452, -122.208956, -122.208553, -122.209154, -122.20986, -122.20565, -122.205589, -122.205783, -122.207981, -122.208679, -122.212542, -122.21201, -122.210177, -122.210524, -122.214096, -122.221551, -122.221605, -122.222294, -122.222311, -122.222553, -122.228296, -122.229173, 47.353769, 47.353808, 47.355656, 47.357499, 47.356119, 47.354871, 47.354099, 47.353706, 47.351313, 47.350935, 47.349342, 47.343541, 
47.343414, 47.341776, 47.339955, 47.336587, 47.333484, 47.330862, 47.32746, 47.326432, 47.326482, 47.326445, 47.332329, 47.334603, 47.342708, 47.346779, 47.352425, 47.353769)))","Census Tract 305.03, King County, Washington",B25064_001,1030,63,2014,Median Gross Rent,38.30128041044147,0.03718570913635094
53033031202,"list(list(c(-122.170588, -122.166922, -122.165841, -122.164756, -122.16314, -122.161482, -122.160361, -122.158843, -122.155553, -122.150894, -122.144551, -122.142379, -122.140612, -122.139321, -122.137196, -122.134862, -122.133253, -122.130819, -122.127032, -122.123297, -122.118052, -122.109957, -122.105728, -122.104756, -122.106296, -122.10372, -122.101099, -122.098408, -122.097015, -122.097522, -122.095842, -122.091948, -122.089723, -122.088085, -122.087233, -122.088047, -122.08687, -122.084548, 
-122.081189, -122.076047, -122.072305, -122.069194, -122.062421, -122.058786, -122.054835, -122.049303, -122.044618, -122.043105, -122.044576, -122.044446, -122.042131, -122.039522, -122.038884, -122.03711, -122.032367, -122.031437, -122.031976, -122.030261, -122.030901, -122.029818, -122.024277, -122.020215, -122.019148, -122.018634, -122.016791, -122.014331, -122.010304, -122.008809, -122.008319, -122.006097, -122.002117, -121.997995, -121.996029, -121.992263, -121.991637, -121.993078, -121.99341, 
-121.993084, -121.991198, -121.988274, -121.985906, -121.985564, -121.986627, -121.989582, -121.990027, -121.989687, -121.989694, -121.989694, -121.994464, -122.016207, -122.021591, -122.022841, -122.025598, -122.026845, -122.037559, -122.059019, -122.101643, -122.101673, -122.107591, -122.113884, -122.115686, -122.115546, -122.115023, -122.113952, -122.113176, -122.112949, -122.113073, -122.114421, -122.114439, -122.11603, -122.115911, -122.120549, -122.122952, -122.123663, -122.125413, -122.125849, 
-122.126042, -122.124733, -122.124021, -122.12382, -122.122967, -122.122885, -122.124128, -122.124688, -122.125784, -122.127446, -122.128433, -122.130409, -122.13132, -122.132382, -122.137816, -122.138202, -122.135676, -122.135742, -122.14344, -122.143636, -122.144029, -122.144546, -122.148345, -122.148421, -122.151208, -122.153716, -122.155496, -122.155478, -122.157609, -122.157913, -122.165819, -122.169866, -122.170588, 47.279097, 47.281819, 47.282357, 47.282897, 47.284597, 47.286353, 47.288406, 
47.287281, 47.28636, 47.284953, 47.283901, 47.283374, 47.284394, 47.284043, 47.28126, 47.280097, 47.276838, 47.275431, 47.277519, 47.277172, 47.274769, 47.276077, 47.275619, 47.276447, 47.277539, 47.278452, 47.277118, 47.27655, 47.277685, 47.278789, 47.279754, 47.280305, 47.278685, 47.278551, 47.279806, 47.281528, 47.284124, 47.284724, 47.284564, 47.283439, 47.283638, 47.285231, 47.285514, 47.283186, 47.282259, 47.281213, 47.280842, 47.279142, 47.278332, 47.277079, 47.275422, 47.275852, 47.278568, 
47.28158, 47.283474, 47.283203, 47.280242, 47.27738, 47.275602, 47.274421, 47.273689, 47.274173, 47.276108, 47.279665, 47.282761, 47.283841, 47.283341, 47.282353, 47.278877, 47.277578, 47.277595, 47.280778, 47.280117, 47.277301, 47.276941, 47.27344, 47.270529, 47.26931, 47.267455, 47.266216, 47.263996, 47.260592, 47.258147, 47.253976, 47.252356, 47.242797, 47.228337, 47.228285, 47.228178, 47.228338, 47.228314, 47.228309, 47.228361, 47.228331, 47.228232, 47.228231, 47.228247, 47.224437, 47.224575, 
47.218654, 47.220689, 47.22128, 47.22187, 47.222454, 47.223357, 47.224002, 47.226571, 47.228242, 47.228325, 47.230996, 47.231297, 47.230833, 47.231568, 47.231595, 47.232057, 47.232367, 47.233102, 47.234521, 47.234936, 47.235663, 47.236856, 47.237827, 47.238106, 47.238674, 47.24101, 47.242003, 47.242413, 47.242705, 47.243149, 47.245254, 47.247055, 47.250927, 47.252358, 47.253585, 47.257521, 47.257808, 47.258386, 47.258911, 47.260083, 47.262399, 47.264, 47.263325, 47.264069, 47.266554, 47.271964, 47.272622, 
47.277453, 47.278983, 47.279097)))","Census Tract 312.02, King County, Washington",B25064_001,1044,229,2014,Median Gross Rent,139.2221145077952,0.13335451581206437
53033031605,"list(list(c(-122.086681, -122.083034, -122.081667, -122.080261, -122.073934, -122.071563, -122.067875, -122.069487, -122.067993, -122.067876, -122.06626, -122.063573, -122.060113, -122.055938, -122.053975, -122.052296, -122.051124, -122.049476, -122.049044, -122.052254, -122.053898, -122.053873, -122.043264, -122.042366, -122.03779, -122.027115, -122.021427, -122.01989, -122.018297, -122.01749, -122.012952, -122.01233, -122.010008, -122.004631, -122.004897, -122.009287, -122.012198, -122.01726, -122.020985, 
-122.025382, -122.028856, -122.037167, -122.03884, -122.043224, -122.046407, -122.050853, -122.052173, -122.05243, -122.057367, -122.058814, -122.081995, -122.086375, -122.086408, -122.086681, 47.304469, 47.305041, 47.306659, 47.307116, 47.312203, 47.314826, 47.316977, 47.319509, 47.320811, 47.32342, 47.326061, 47.32666, 47.32575, 47.325814, 47.326464, 47.328997, 47.329639, 47.330782, 47.336715, 47.336919, 47.340587, 47.34357, 47.34357, 47.343547, 47.343544, 47.343518, 47.343459, 47.341133, 47.340987, 
47.339752, 47.335169, 47.334388, 47.329546, 47.317854, 47.31699, 47.315338, 47.312345, 47.312142, 47.312257, 47.311909, 47.311592, 47.310898, 47.310927, 47.31025, 47.308636, 47.302414, 47.301416, 47.301249, 47.298056, 47.297565, 47.297689, 47.301044, 47.301113, 47.304469)))","Census Tract 316.05, King County, Washington",B25064_001,1214,358,2014,Median Gross Rent,217.64854582441345,0.1792821629525646
53033032401,"list(list(c(-122.01491, -122.011994, -122.008931, -122.004427, -122.004131, -122.004863, -122.00105, -122.000853, -122.001526, -122.000396, -121.967791, -121.927819, -121.922989, -121.887919, -121.864595, -121.870931, -121.876268, -121.879162, -121.882862, -121.883941, -121.886599, -121.888229, -121.885665, -121.88623, -121.88844, -121.897394, -121.899075, -121.900611, -121.906155, -121.90757, -121.907536, -121.909847, -121.910739, -121.908245, -121.904333, -121.901208, -121.898084, -121.893898, 
-121.894027, -121.896968, -121.898679, -121.897058, -121.899163, -121.900035, -121.900403, -121.900231, -121.90097, -121.901671, -121.90689, -121.912788, -121.913766, -121.916374, -121.919084, -121.925452, -121.936208, -121.940709, -121.946548, -121.947371, -121.948204, -121.947678, -121.950436, -121.950817, -121.954206, -121.957827, -121.958694, -121.959007, -121.959236, -121.959277, -121.961919, -121.969129, -121.971386, -121.971579, -121.975408, -121.980414, -121.980238, -121.987341, -121.987438, 
-121.98715, -121.986815, -121.985565, -121.985501, -121.984375, -121.984256, -121.98442, -121.995478, -122.005922, -122.00756, -122.00825, -122.008904, -122.009182, -122.010563, -122.010426, -122.012279, -122.013961, -122.014971, -122.01491, 47.737456, 47.741056, 47.743844, 47.748339, 47.749288, 47.75572, 47.764833, 47.766532, 47.772144, 47.775284, 47.776183, 47.776968, 47.776925, 47.776536, 47.777223, 47.774492, 47.768894, 47.76446, 47.761922, 47.759962, 47.757658, 47.754326, 47.751485, 47.748908, 
47.747211, 47.746398, 47.745856, 47.744125, 47.743188, 47.738661, 47.737078, 47.7359, 47.734632, 47.732072, 47.723836, 47.721336, 47.719529, 47.716532, 47.714014, 47.709584, 47.704546, 47.702862, 47.701291, 47.69887, 47.69774, 47.694415, 47.693737, 47.696207, 47.701075, 47.704846, 47.705212, 47.706193, 47.708379, 47.708549, 47.711652, 47.712042, 47.713627, 47.715855, 47.716876, 47.718786, 47.722225, 47.723887, 47.726136, 47.728661, 47.729586, 47.730197, 47.7343, 47.735268, 47.735501, 47.736175, 47.736201, 
47.737257, 47.739017, 47.739826, 47.735295, 47.73537, 47.732074, 47.728965, 47.725573, 47.720816, 47.716665, 47.714198, 47.713777, 47.709019, 47.70899, 47.708996, 47.713208, 47.71754, 47.719369, 47.722684, 47.727248, 47.729534, 47.732524, 47.733957, 47.736957, 47.737456)))","Census Tract 324.01, King County, Washington",B25064_001,1576,298,2014,Median Gross Rent,181.1711359097073,0.11495630451123559
53033032602,"list(list(c(-121.926367, -121.924545, -121.92397, -121.921506, -121.921938, -121.920021, -121.917561, -121.917571, -121.914893, -121.914903, -121.913238, -121.91271, -121.910466, -121.90884, -121.904954, -121.904752, -121.905545, -121.904243, -121.901449, -121.900282, -121.901225, -121.900317, -121.894191, -121.892292, -121.890062, -121.890138, -121.889287, -121.88376, -121.883972, -121.887404, -121.88717, -121.887443, -121.88543, -121.885678, -121.873453, -121.871364, -121.865859, -121.86402, -121.84929, 
-121.843478, -121.84372, -121.84103, -121.835382, -121.840338, -121.843447, -121.844526, -121.843903, -121.843542, -121.843393, -121.841429, -121.838825, -121.832361, -121.831903, -121.83129, -121.826537, -121.830448, -121.832362, -121.837137, -121.837016, -121.838638, -121.842701, -121.844558, -121.8454, -121.852834, -121.855783, -121.859282, -121.857904, -121.856098, -121.866768, -121.88375, -121.887182, -121.896882, -121.902067, -121.904272, -121.906864, -121.911364, -121.919415, -121.924759, 
-121.927206, -121.926367, 47.522779, 47.523848, 47.526059, 47.5286, 47.529495, 47.530611, 47.530659, 47.531973, 47.533154, 47.534602, 47.535513, 47.537002, 47.536998, 47.539609, 47.54284, 47.543329, 47.543907, 47.545847, 47.54753, 47.549795, 47.550974, 47.554639, 47.560014, 47.559173, 47.559151, 47.562555, 47.56433, 47.56562, 47.568024, 47.568212, 47.568645, 47.57019, 47.570157, 47.569228, 47.567595, 47.566579, 47.562721, 47.562017, 47.558232, 47.555023, 47.553178, 47.553822, 47.554148, 47.553065, 
47.551593, 47.550399, 47.54952, 47.549583, 47.547918, 47.542872, 47.542219, 47.538816, 47.537832, 47.536932, 47.530451, 47.530033, 47.528827, 47.528768, 47.526069, 47.526503, 47.525636, 47.523891, 47.521902, 47.519556, 47.516742, 47.514389, 47.512135, 47.511091, 47.511063, 47.508266, 47.507695, 47.50608, 47.506149, 47.506772, 47.508178, 47.51153, 47.515788, 47.518219, 47.521203, 47.522779)))","Census Tract 326.02, King County, Washington",B25064_001,1983,204,2014,Median Gross Rent,124.02319371000095,0.06254321417549216
53033032003,"list(list(c(-122.045775, -122.044045, -122.041453, -122.039237, -122.029601, -122.01568, -121.999995, -121.994473, -121.990275, -121.987897, -121.982047, -121.975694, -121.973774, -121.972797, -121.970917, -121.968826, -121.966264, -121.964512, -121.963064, -121.961804, -121.960215, -121.959679, -121.951609, -121.951049, -121.950494, -121.950241, -121.949887, -121.947411, -121.943889, -121.936594, -121.934312, -121.9314, -121.925438, -121.923181, -121.92072, -121.915997, -121.908496, -121.908403, 
-121.898653, -121.895799, -121.89175, -121.889382, -121.888517, -121.884511, -121.879007, -121.877728, -121.877132, -121.876011, -121.873333, -121.871248, -121.870312, -121.866758, -121.863026, -121.861904, -121.860582, -121.855614, -121.853991, -121.849287, -121.847428, -121.846318, -121.846298, -121.847184, -121.846252, -121.844071, -121.843425, -121.840604, -121.838382, -121.834838, -121.832289, -121.831041, -121.826854, -121.822725, -121.822763, -121.823684, -121.824613, -121.827807, -121.828357, 
-121.828202, -121.827048, -121.82529, -121.822847, -121.818967, -121.810961, -121.808985, -121.808146, -121.809993, -121.810925, -121.807688, -121.808157, -121.806569, -121.80589, -121.807417, -121.809867, -121.810649, -121.812493, -121.813817, -121.817702, -121.821351, -121.822, -121.824015, -121.823665, -121.825239, -121.823456, -121.82553, -121.825098, -121.82253, -121.820041, -121.820467, -121.81963, -121.823536, -121.825321, -121.827961, -121.834294, -121.836857, -121.838703, -121.840901, -121.841831, 
-121.844242, -121.846882, -121.850361, -121.853337, -121.856147, -121.863857, -121.867367, -121.871175, -121.872441, -121.874288, -121.875203, -121.876989, -121.878126, -121.878972, -121.88152, -121.885213, -121.894018, -121.897299, -121.897719, -121.898367, -121.89794, -121.89971, -121.902395, -121.905737, -121.908087, -121.912045, -121.918219, -121.919868, -121.920303, -121.922294, -121.925376, -121.929527, -121.936973, -121.938896, -121.943443, -121.946418, -121.953316, -121.954872, -121.958062, 
-121.959633, -121.957573, -121.957924, -121.953803, -121.954353, -121.957679, -121.95922, -121.957556, -121.959357, -121.962943, -121.968619, -121.971588, -121.972778, -121.97546, -121.977889, -121.982261, -121.986414, -121.990936, -121.994913, -121.999411, -122.004385, -122.010865, -122.012741, -122.017388, -122.020802, -122.022337, -122.027284, -122.032019, -122.032025, -122.037079, -122.041544, -122.043589, -122.041465, -122.041856, -122.044898, -122.045353, -122.046027, -122.045181, -122.045077, 
-122.047551, -122.045775, 47.396284, 47.402585, 47.406468, 47.408005, 47.410195, 47.415547, 47.421564, 47.424177, 47.427162, 47.429317, 47.433082, 47.43549, 47.43573, 47.43569, 47.435635, 47.435907, 47.436854, 47.438261, 47.440059, 47.443355, 47.44745, 47.448046, 47.453766, 47.45465, 47.457063, 47.457473, 47.457469, 47.460277, 47.462291, 47.465381, 47.465962, 47.466068, 47.465613, 47.465958, 47.467031, 47.470069, 47.472798, 47.472808, 47.473783, 47.474836, 47.477987, 47.482463, 47.485739, 47.504578, 
47.50379, 47.502232, 47.500039, 47.498373, 47.496115, 47.492052, 47.489085, 47.485631, 47.482603, 47.478111, 47.477603, 47.478058, 47.476688, 47.475424, 47.474206, 47.472659, 47.470052, 47.467163, 47.462894, 47.459655, 47.454187, 47.452251, 47.449827, 47.448204, 47.447503, 47.448205, 47.448479, 47.447451, 47.447125, 47.44667, 47.446725, 47.445603, 47.44521, 47.444675, 47.44443, 47.444381, 47.443531, 47.443874, 47.443342, 47.444139, 47.442425, 47.441453, 47.439811, 47.438818, 47.438029, 47.437079, 
47.435728, 47.436501, 47.43661, 47.437455, 47.436303, 47.4345, 47.432661, 47.432111, 47.429953, 47.428134, 47.42712, 47.424602, 47.423, 47.421001, 47.418865, 47.416179, 47.415063, 47.413398, 47.410625, 47.408984, 47.407565, 47.406902, 47.403522, 47.401729, 47.401439, 47.400028, 47.398166, 47.395427, 47.393878, 47.392871, 47.391094, 47.38913, 47.38845, 47.386961, 47.385539, 47.385303, 47.385242, 47.385486, 47.386226, 47.387112, 47.388583, 47.388385, 47.389743, 47.389262, 47.387965, 47.387153, 47.3838, 
47.382221, 47.380992, 47.380328, 47.381725, 47.382022, 47.384262, 47.387233, 47.389255, 47.391127, 47.392627, 47.392993, 47.391322, 47.39126, 47.391962, 47.392237, 47.392962, 47.393694, 47.393465, 47.392191, 47.390703, 47.388384, 47.386355, 47.382342, 47.381571, 47.381609, 47.380709, 47.378618, 47.376992, 47.37462, 47.373445, 47.374635, 47.373923, 47.373695, 47.37424, 47.375855, 47.376353, 47.375944, 47.375989, 47.37883, 47.379142, 47.376917, 47.376863, 47.3787, 47.380166, 47.383168, 47.38679, 47.389362, 
47.390061, 47.392147, 47.391947, 47.390826, 47.389557, 47.388217, 47.389986, 47.390358, 47.391621, 47.394196, 47.394543, 47.394235, 47.396284)))","Census Tract 320.03, King County, Washington",B25064_001,2001,NA,2014,Median Gross Rent,NA,NA
53033032005,"list(list(c(-122.102684, -122.102095, -122.101891, -122.101886, -122.1018, -122.101765, -122.090895, -122.080462, -122.08043, -122.06524, -122.067358, -122.071886, -122.072268, -122.073603, -122.075237, -122.075864, -122.077869, -122.079047, -122.078106, -122.075241, -122.075238, -122.069954, -122.069846, -122.080927, -122.086027, -122.093948, -122.099955, -122.107453, -122.102684, 47.361218, 47.362155, 47.367817, 47.368114, 47.372603, 47.375045, 47.380667, 47.384884, 47.387006, 47.386949, 47.383144, 
47.374787, 47.374319, 47.37266, 47.370325, 47.369905, 47.367233, 47.367216, 47.365952, 47.365661, 47.367103, 47.367016, 47.35806, 47.358087, 47.358073, 47.358094, 47.35802, 47.358108, 47.361218)))","Census Tract 320.05, King County, Washington",B25064_001,1517,218,2014,Median Gross Rent,132.53458935676574,0.08736624216003015
53033032102,"list(list(c(-122.035298, -122.032115, -122.033135, -122.034412, -122.033399, -122.03437, -122.033657, -122.031628, -122.027932, -122.027085, -122.02247, -122.022083, -122.021995, -122.023109, -122.023676, -122.025862, -122.029956, -122.026073, -122.02787, -122.027534, -122.024967, -122.02337, -122.022974, -122.019892, -122.013218, -122.009214, -122.006779, -121.998703, -121.995413, -121.98798, -121.982125, -121.979889, -121.977193, -121.973205, -121.970524, -121.968396, -121.961492, -121.958783, 
-121.946357, -121.943321, -121.941262, -121.939159, -121.93705, -121.935671, -121.933804, -121.924759, -121.919415, -121.911364, -121.906864, -121.904272, -121.902067, -121.896882, -121.887182, -121.88375, -121.883919, -121.884511, -121.888517, -121.889382, -121.89175, -121.895799, -121.898653, -121.908403, -121.908496, -121.915997, -121.92072, -121.923181, -121.925438, -121.9314, -121.934312, -121.936594, -121.943889, -121.947411, -121.949887, -121.950241, -121.950494, -121.951049, -121.951609, 
-121.959679, -121.960215, -121.961804, -121.963064, -121.964512, -121.966264, -121.968826, -121.970917, -121.972797, -121.973774, -121.975694, -121.97793, -121.985178, -121.987025, -121.990656, -121.991511, -121.991145, -121.993708, -121.995264, -121.998896, -122.000605, -121.999751, -122.000666, -122.003444, -122.004548, -122.00764, -122.008571, -122.010341, -122.015956, -122.021083, -122.024605, -122.02599, -122.026216, -122.026871, -122.026567, -122.028128, -122.031412, -122.033177, -122.033936, 
-122.035221, -122.035298, 47.473546, 47.473122, 47.476256, 47.47756, 47.478163, 47.480068, 47.481858, 47.482344, 47.484688, 47.484712, 47.494124, 47.495383, 47.496373, 47.509099, 47.51305, 47.515443, 47.519423, 47.52145, 47.525436, 47.526386, 47.528201, 47.529994, 47.531591, 47.532377, 47.535827, 47.536512, 47.536223, 47.532964, 47.532032, 47.531025, 47.530801, 47.53115, 47.532359, 47.535242, 47.535785, 47.535647, 47.533501, 47.532935, 47.531705, 47.53076, 47.529215, 47.526464, 47.523654, 47.522377, 
47.521471, 47.518219, 47.515788, 47.51153, 47.508178, 47.506772, 47.506149, 47.50608, 47.507695, 47.508266, 47.507538, 47.504578, 47.485739, 47.482463, 47.477987, 47.474836, 47.473783, 47.472808, 47.472798, 47.470069, 47.467031, 47.465958, 47.465613, 47.466068, 47.465962, 47.465381, 47.462291, 47.460277, 47.457469, 47.457473, 47.457063, 47.45465, 47.453766, 47.448046, 47.44745, 47.443355, 47.440059, 47.438261, 47.436854, 47.435907, 47.435635, 47.43569, 47.43573, 47.43549, 47.437006, 47.440005, 47.442217, 
47.443476, 47.446261, 47.447459, 47.448487, 47.450113, 47.451073, 47.452225, 47.453819, 47.45565, 47.457244, 47.457196, 47.458259, 47.460182, 47.4599, 47.461656, 47.460382, 47.4618, 47.461357, 47.462195, 47.462718, 47.465296, 47.466123, 47.466426, 47.468532, 47.471339, 47.471942, 47.473546)))","Census Tract 321.02, King County, Washington",B25064_001,1363,429,2014,Median Gross Rent,260.8134808901491,0.19135251716078436
53033032104,"list(list(c(-122.096575, -122.095588, -122.09471, -122.091043, -122.089357, -122.087321, -122.078403, -122.075283, -122.072737, -122.069471, -122.069765, -122.070176, -122.069871, -122.066783, -122.065224, -122.061779, -122.063264, -122.064382, -122.064444, -122.063215, -122.057546, -122.057608, -122.056194, -122.052438, -122.050746, -122.046926, -122.041069, -122.040545, -122.034983, -122.032872, -122.030617, -122.030407, -122.02787, -122.026073, -122.029956, -122.025862, -122.023676, -122.023109, 
-122.021995, -122.022083, -122.02247, -122.027085, -122.027932, -122.031628, -122.033657, -122.037464, -122.041865, -122.046603, -122.057561, -122.062322, -122.067579, -122.07451, -122.084044, -122.088973, -122.097891, -122.096575, 47.499801, 47.502551, 47.503427, 47.505266, 47.506788, 47.509765, 47.513111, 47.515205, 47.516282, 47.51866, 47.519624, 47.520326, 47.521397, 47.52387, 47.524659, 47.529874, 47.539735, 47.541298, 47.541639, 47.541239, 47.5412, 47.538074, 47.533535, 47.532462, 47.532648, 
47.530107, 47.530116, 47.530189, 47.530101, 47.526422, 47.52636, 47.525439, 47.525436, 47.52145, 47.519423, 47.515443, 47.51305, 47.509099, 47.496373, 47.495383, 47.494124, 47.484712, 47.484688, 47.482344, 47.481858, 47.479241, 47.479385, 47.480479, 47.480554, 47.481854, 47.483742, 47.48746, 47.493639, 47.497574, 47.498731, 47.499801)))","Census Tract 321.04, King County, Washington",B25064_001,1263,113,2014,Median Gross Rent,68.69912200602994,0.05439360412195561
53033003300,"list(list(c(-122.387586, -122.387536, -122.387544, -122.382145, -122.376771, -122.370439, -122.366038, -122.366025, -122.366169, -122.373486, -122.382124, -122.387588, -122.387586, 47.675287, 47.677697, 47.679504, 47.679954, 47.679527, 47.679543, 47.679551, 47.675984, 47.672347, 47.672357, 47.672366, 47.672372, 47.675287)))","Census Tract 33, King County, Washington",B25064_001,1224,83,2014,Median Gross Rent,50.46041704867686,0.04122583092212162
