disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,dcc,damageCategory,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,hash,lastRefresh,id
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),663,JWTB020 - 48 Hour Snow Removal,033-61115-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,34703.16,26027.37,26027.37,2009-08-11T01:27:31.000Z,648cf6521b4e979fad17d05f616b3fc0dd99b6a8,2021-07-14T16:38:54.475Z,5ee75c60556129600ddaefa0
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),666,WPKB013 - 48 Hour Snow Removal,033-19035-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,17558.9,13169.18,13169.18,2009-07-22T01:15:18.000Z,b8c55c0e6ce2c989ff8fd4a3acc812f9f7053c6e,2021-07-14T16:38:54.481Z,5ee75c60556129600ddaefa3
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),667,WPKA012 - Debris Removal - Sand,033-19035-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,7732.48,5799.36,5799.36,2009-07-22T01:15:18.000Z,5c8046f4ebaa38d6f82babcd70e9944960c4dbab,2021-07-14T16:38:54.483Z,5ee75c60556129600ddaefa4
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),668,JWTA024 - Debris Removal,033-48645-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,1635.38,1226.54,1226.54,2009-07-22T01:15:18.000Z,8e5752bdaea35a1c3e5d9c29736ca7033a1c1e2e,2021-07-14T16:38:54.484Z,5ee75c60556129600ddaefa5
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),669,WPKA016 - Debris Removal,033-07380-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,92826.89,69620.17,69620.17,2009-07-22T01:15:18.000Z,263c81392e44b2eeea90ba8640d8defc1c035cfd,2021-07-14T16:38:54.488Z,5ee75c60556129600ddaefa6
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),672,JWTB023 - 48 Hour Snow Removal,033-48645-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,12296.2,9222.15,9222.15,2009-07-22T01:15:18.000Z,9394c9f6dcc3eda9c2f6c886d9249ea218a7be9e,2021-07-14T16:38:54.490Z,5ee75c60556129600ddaefa9
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),700,SLPA020 - Sand Removal - City Wide,033-05210-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,115472.85,86604.64,86604.64,2009-07-28T03:14:35.000Z,a3cecd40f0645452f0a84f493996317ec5d1c381,2021-07-14T16:38:54.517Z,5ee75c60556129600ddaefc4
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),717,TMAB003 - 48 Hour Snow Removal,033-UP9A5-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,846754.71,635066.04,635066.04,2009-08-14T01:18:37.000Z,3fe76b5f0917c4d7e6348813da08c3edc825831a,2021-07-14T16:38:54.538Z,5ee75c60556129600ddaefd5
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),719,BRJA015 - Sand Removal - City Wide,033-52495-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,3476.63,2607.47,2607.47,2009-08-14T01:18:37.000Z,cb238053dc5411362e060e46005d2e2d8143fe2a,2021-07-14T16:38:54.540Z,5ee75c60556129600ddaefd7
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),720,BRJB014 - 48 Hour Snow Removal - City Wide,033-52495-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,11849.69,8887.27,8887.27,2009-07-23T21:08:15.000Z,7b65c23c8da6848425280711c3fd25d9d3559c3c,2021-07-14T16:38:54.541Z,5ee75c60556129600ddaefd8
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),737,JWTB012 - Emergency Protective Measures,033-35940-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,15110.9,11333.18,11333.18,2009-08-05T19:01:55.000Z,dd76e1b6347551ac8c9d82464aa524032af06102,2021-07-14T16:38:54.561Z,5ee75c60556129600ddaefe9
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),739,JWTA015 - Debris Removal,033-35940-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,23790.05,17842.54,17842.54,2009-07-23T21:08:15.000Z,1f16d1bbf575280af1bca7d9fa1ff6117d636d9b,2021-07-14T16:38:54.562Z,5ee75c60556129600ddaefeb
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),740,JWTB013 - 48 Hour Snow Removal,033-35940-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,28695.91,21521.93,21521.93,2009-07-23T21:08:15.000Z,69b84c1f77d728c6e6d9e3edac9e25fb33b166e7,2021-07-14T16:38:54.564Z,5ee75c60556129600ddaefec
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),770,SLPA021 - Sand Removal - City Wide,033-08850-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,96844.25,72633.19,72633.19,2009-07-28T03:14:35.000Z,c591c3715dd4a83bb9b963b20f60e882dbe288a4,2021-07-14T16:38:54.594Z,5ee75c60556129600ddaf008
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),772,BRJA011 - Cleaning Type I Catch Basins,033-33805-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,35161.86,26371.4,26371.4,2009-08-19T03:19:47.000Z,f5340d138530e2b5eac81ff50126a571dae8362c,2021-07-14T16:38:54.596Z,5ee75c60556129600ddaf00a
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),774,BRJE012 - Replace Tire Chains,033-33805-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,54646.62,40984.97,40984.97,2009-08-05T19:01:55.000Z,2f069b21b3628e1e8ae5a2fd5d7f089b13f3402c,2021-07-14T16:38:54.599Z,5ee75c60556129600ddaf00c
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),775,NBHB030 - 48 Hour Snow Removal - Countywide,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,4124.11,3093.08,3093.08,2009-08-27T18:47:52.000Z,a76081f8d25837c41e49d6071b6e2f2426a75fb1,2021-07-14T16:38:54.601Z,5ee75c60556129600ddaf00d
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),776,NBHB022 - 48 Hours Snow Removal - Division 2,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,48535.12,36401.34,36401.34,2009-08-13T19:40:44.000Z,e6658dd00c42ecef8a0fe0ae3d8a754a80cab334,2021-07-14T16:38:54.602Z,5ee75c60556129600ddaf00e
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),777,BRJA009 - Cleaning Type II Catch Basins,033-33805-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,25588.71,19191.54,19191.54,2009-08-19T03:19:47.000Z,3feb12e4a1e1a0fd7afcbe27746ae53fc8b48e3b,2021-07-14T16:38:54.603Z,5ee75c60556129600ddaf00f
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),778,BRJB013 - 48 Hours Snow Removal,033-33805-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,65866.79,49400.1,49400.1,2009-08-13T19:40:44.000Z,dbffa5a9a3ac04b8fefa47afdfd29c1e17ba0413,2021-07-14T16:38:54.604Z,5ee75c60556129600ddaf010
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),779,BRJC010 - Replace Buttons on Roadways,033-33805-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,16968.55,12726.41,12726.41,2009-08-13T19:40:44.000Z,eb7b117f34158d4c731119782b7585b5d5891768,2021-07-14T16:38:54.605Z,5ee75c60556129600ddaf011
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),798,NBHB028 - 48 Hours Snow Removal - Division 4 - Diamond,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,51734.69,38801.02,38801.02,2009-08-13T19:40:44.000Z,e73a6c0d5813e3c5baf60f8365ad80931db000b6,2021-07-14T16:38:54.625Z,5ee75c60556129600ddaf023
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),799,NBHB026 - 48 Hours Snow Removal - Division 3 - Vashon,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,30936.73,23202.55,23202.55,2009-08-17T20:05:22.000Z,6f9321e28140722cb32ea9968055fa8911aa9c94,2021-07-14T16:38:54.626Z,5ee75c60556129600ddaf024
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),800,NBHB031 - 48 Hours Snow Removal - Division 1 - Bog/Cadm,033-99033-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,134708.66,101031.5,101031.5,2009-08-17T20:05:22.000Z,9b67d4fc2dff44048c063099a00062fac7650026,2021-07-14T16:38:54.627Z,5ee75c60556129600ddaf025
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),801,NBHB025 - 48 Hours Snow Removal - Division 3 'Star Lake,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,60159.8,45119.85,45119.85,2009-08-17T20:05:22.000Z,4a163c8e123276d910316da5dcd203edba34b38d,2021-07-14T16:38:54.628Z,5ee75c60556129600ddaf026
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),802,NBHB023 - 48 Hours Snow Removal - Division 2 -Fall City,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,61609.77,46207.33,46207.33,2009-08-17T20:05:22.000Z,0ce4fa418fb3fca9cda317fd1210d4f6c3313395,2021-07-14T16:38:54.629Z,5ee75c60556129600ddaf027
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),803,NBHB027 - 48 Hours Snow Removal - Division 4 - Summit,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,48177.02,36132.77,36132.77,2009-08-17T20:05:22.000Z,f18362d471d74ab55c694e42781d4e704819f743,2021-07-14T16:38:54.630Z,5ee75c60556129600ddaf028
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),804,NBHB029 - 48 Hours Snow Removal - Division 4,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,7286.93,5465.2,5465.2,2009-08-19T03:19:47.000Z,5a5dbced0120c13e810f434ed908b8f6545916f1,2021-07-14T16:38:54.631Z,5ee75c60556129600ddaf029
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),805,NBHB024 - 48 Hours Snow Removal - Div. 2 - Skykomish,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,7382.99,5537.24,5537.24,2009-08-13T19:40:44.000Z,2f6de7a459851c4420c931579be465344c9eb555,2021-07-14T16:38:54.632Z,5ee75c60556129600ddaf02a
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),806,BRJA019 - Debris Removal Sand,033-49485-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,2307.66,1730.75,1730.75,2009-08-13T19:40:44.000Z,03e38dfb0007a7d85171d8339f087c7fb5f28dbc,2021-07-14T16:38:54.634Z,5ee75c60556129600ddaf02b
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),807,BRJB018 - 48 Hours Snow Removal,033-49485-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,15496.41,11622.31,11622.31,2009-08-13T19:40:44.000Z,d7ffa872fd4be9b58e6362729c0683276de41e20,2021-07-14T16:38:54.634Z,5ee75c60556129600ddaf02c
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),808,JRRB098 - Emergency Protective Measures,033-UXYY2-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,5985.33,4489,4489,2009-08-27T18:47:52.000Z,a89f00d1eec1ce1b450c28f271bc3624870fa76e,2021-07-14T16:38:54.636Z,5ee75c60556129600ddaf02d
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),809,JRRE094 - Surgery Cooler Units,033-UXYY2-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,48096.79,36072.59,36072.59,2009-09-04T02:47:32.000Z,07b31b2025fe55aebada3e06198dd2b80bdfe087,2021-07-14T16:38:54.638Z,5ee75c60556129600ddaf02e
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),810,JRRB097 - 48 Hours Snow Removal,033-UXYY2-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,7471.81,5603.86,5603.86,2009-08-27T18:47:52.000Z,7c4c29e963d0807f0d1402e1bbd0f52b500cd6d1,2021-07-14T16:38:54.643Z,5ee75c60556129600ddaf02f
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),811,WPKB005 - 48 Hours Snow Removal,033-03180-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,39707.5,29780.63,29780.63,2009-08-17T20:05:22.000Z,16225aa145984e9480f6dfe7b9f4f6cac583f2d0,2021-07-14T16:38:54.644Z,5ee75c60556129600ddaf030
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),812,WPKA002 - Debris Removal  Sand,033-03180-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,25772.52,19329.39,19329.39,2009-08-17T20:05:22.000Z,86373665464236865adda8dfcc1662c02080541b,2021-07-14T16:38:54.645Z,5ee75c60556129600ddaf031
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),813,WPKB032 - Donated Resources - Warming Shelter,033-03180-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,5613.64,4210.23,4210.23,2009-09-22T19:50:52.000Z,f70a8eb6f57cd89e64776c30bcf4e4af9ccadcb2,2021-07-14T16:38:54.646Z,5ee75c60556129600ddaf032
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),814,JRRE096 - Fuel Tank Inlet Riser,033-UXYY2-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,5533.21,4149.91,4149.91,2009-08-27T18:47:52.000Z,5e44a8b0d690570e293f2c24c86be19c2c5210c6,2021-07-14T16:38:54.648Z,5ee75c60556129600ddaf033
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),914,NBHA036 - Debris Removal Division 2 - Issaquah,033-99033-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,74225.29,55668.97,55668.97,2009-08-19T03:19:47.000Z,9e7664d9ebee90cc8193d9c83f99f7fc21b7ba62,2021-07-14T16:38:54.734Z,5ee75c60556129600ddaf093
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),916,NCBF032 - Pressure Reducing Vault Neck,033-UNFH1-00,F - Public Utilities,F,Public Utilities,Small,King,33,Washington,WA,53,5684.1,4263.08,4263.08,2009-08-27T18:47:52.000Z,325d993610176c3e8494446e79155db24fa47d66,2021-07-14T16:38:54.735Z,5ee75c60556129600ddaf095
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),918,NCBC023 - Road Button Replacement (RPM),033-79590-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,1684.85,1263.64,1263.64,2009-08-17T20:05:22.000Z,b94e03c2d21e2b47b594d1faed7ab71eb4436dfc,2021-07-14T16:38:54.737Z,5ee75c60556129600ddaf097
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),919,NBHA034 - Debris Removal - Division 1,033-99033-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,43756.34,32817.26,32817.26,2009-08-19T03:19:47.000Z,7a91ea10170e9d5956fbe18cb714770e4a00570f,2021-07-14T16:38:54.738Z,5ee75c60556129600ddaf098
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),920,NBHA033 - Debris Removal,033-99033-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,160993.42,120745.06,120745.06,2009-08-19T03:19:47.000Z,68a153c4aba755ccb4d1eca9a78f6ad597c8db8e,2021-07-14T16:38:54.738Z,5ee75c60556129600ddaf099
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),921,NBHA035 - Debris Removal,033-99033-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,27474.03,20605.52,20605.52,2009-08-19T03:19:47.000Z,7c09250e7a534b0329d67b7166aa5d76003112cc,2021-07-14T16:38:54.739Z,5ee75c60556129600ddaf09a
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),923,WPKA034 - Debris Removal - Division 3,033-99033-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,120780.64,90585.48,90585.48,2009-08-17T20:05:22.000Z,5f4a4781f325353f05bdf2e2b57bd7d71fe77959,2021-07-14T16:38:54.740Z,5ee75c60556129600ddaf09c
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),962,NBHA040 - Debris Removal - Division 3 'Star Lake'Sunset,033-99033-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,168562.22,126421.67,126421.67,2009-09-04T02:47:32.000Z,5aa5939116ba342fa4d7d7f1cad06ec1e57bc551,2021-07-14T16:38:54.766Z,5ee75c60556129600ddaf0c0
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),972,NBHC042-County Roads Raised Pavement Markers,033-99033-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,47149.14,35361.86,35361.86,2009-10-10T00:28:43.000Z,9ed4d0b2489b8a1363add9449a2bc441f24085eb,2021-07-14T16:38:54.771Z,5ee75c60556129600ddaf0c8
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),994,NBHC039 - County Roads Traffic Striping,033-99033-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,39026.91,29270.18,29270.18,2009-08-27T18:47:52.000Z,c1d896bd4333bcd1c74430b79ffd20be8374f0ab,2021-07-14T16:38:54.785Z,5ee75c60556129600ddaf0dc
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),995,NBHB041 - Emergency Protective Measures - Countywide,033-99033-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,25898.71,19424.03,19424.03,2009-09-04T02:47:32.000Z,dcc12211076349f2aad48b287d7ab171b94ffb6c,2021-07-14T16:38:54.786Z,5ee75c60556129600ddaf0dd
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),996,NBHA037 - Debris Removal - Division 4 - Summit,033-99033-00,A - Debris Removal,A,Debris Removal,Large,King,33,Washington,WA,53,143109.83,107332.37,107332.37,2009-09-08T20:28:05.000Z,e848b32ec7304e9a9cd3bae7053302e692dc2885,2021-07-14T16:38:54.786Z,5ee75c60556129600ddaf0de
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1001,JWTC014 - Road Repair & Restripe,033-35940-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,9837.17,7377.88,7377.88,2009-09-04T02:47:32.000Z,647ebcd25ed32d90668bad4e7aed970000f17f63,2021-07-14T16:38:54.789Z,5ee75c60556129600ddaf0e1
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1002,WPKB040 - 48 Hours Snow Removal,033-23515-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,52877.64,39658.23,39658.23,2009-09-04T02:47:32.000Z,261fd0cf0daa820daa189d912ff38e5824f859ce,2021-07-14T16:38:54.791Z,5ee75c60556129600ddaf0e2
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1004,WPKB037 - 48 Hours Snow Removal,033-45005-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,31454.9,23591.18,23591.18,2009-09-04T02:47:32.000Z,b4843252a18e3f2d5adf251e8ff06dae5af17f9a,2021-07-14T16:38:54.791Z,5ee75c60556129600ddaf0e3
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),997,NBHA038 - Debris Removal - Division 4 - Diamond,033-99033-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,56582.24,42436.68,42436.68,2009-09-08T20:28:05.000Z,05ae3214101a981e58fed1921ddba3ca731aeeba,2021-07-14T16:38:54.787Z,5ee75c60556129600ddaf0e4
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1005,NBHB019 - 48-Hour Snow Removal,033-05210-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,114600.39,85950.29,85950.29,2009-09-04T02:47:32.000Z,555c26eac902c9cb2654c44165c3ea7ca1a66d50,2021-07-14T16:38:54.792Z,5ee75c60556129600ddaf0e5
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1006,WPKA036 - Debris Removal - Sand,033-45005-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,49596.8,37197.6,37197.6,2009-09-04T02:47:32.000Z,36ef1dd5a0b2dbe0bb440266ab1345af30d8dad2,2021-07-14T16:38:54.793Z,5ee75c60556129600ddaf0e6
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1007,NBHB021-Emergency Protective Measures,033-05210-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,49104.86,36828.65,36828.65,2009-09-04T02:47:32.000Z,fe1cafe534350f244b5bb844cf7bef9e06cf8e10,2021-07-14T16:38:54.794Z,5ee75c60556129600ddaf0e7
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1011,WPKE038 - Replacement of Fire Command Vehicle,033-45005-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,5448,4086,4086,2009-09-04T02:47:32.000Z,212f8b646d22a6b711eb8cfb1472949d00dbc02b,2021-07-14T16:38:54.797Z,5ee75c60556129600ddaf0ea
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1012,WPKA039 - Debris Removal - Sand,033-23515-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,10845.29,8133.97,8133.97,2009-09-04T02:47:32.000Z,7c083055b73cf9e6e456ca442909cc85a48ba52d,2021-07-14T16:38:54.797Z,5ee75c60556129600ddaf0eb
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1015,NBHE054 - Salt Shed - Division 4 - Diamond,033-99033-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,1490.46,1117.85,1117.85,2009-09-04T02:47:32.000Z,8868358b035f1f0cbbd42b8534ca73856ad12944,2021-07-14T16:38:54.799Z,5ee75c60556129600ddaf0ed
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1016,NBHE052 - Concrete Column - Division 2 - Fall City ,033-99033-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,3307.08,2480.31,2480.31,2009-09-04T02:47:32.000Z,399821db08872fe05f0d46fb2fa3f63eeb7dd201,2021-07-14T16:38:54.800Z,5ee75c60556129600ddaf0ee
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1020,JRRA105-Debris Removal,033-35170-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,7159.04,5369.28,5369.28,2009-09-04T02:47:32.000Z,13b521a1b7d421642217bcbb92245ba6e96ce7ef,2021-07-14T16:38:54.802Z,5ee75c60556129600ddaf0f2
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1021,NCBB029 - 48 Hours Snow Removal,033-72625-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,36084.46,27063.35,27063.35,2009-09-04T02:47:32.000Z,fb48c8cd7cb18b5c3991bd7534e5fde91aff79c8,2021-07-14T16:38:54.803Z,5ee75c60556129600ddaf0f3
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1022,JLLC013-Curb & Guter Repair-City Wide,033-65205-00,C - Roads and Bridges,C,Roads and Bridges,Small,King,33,Washington,WA,53,23594.44,17695.83,17695.83,2009-09-04T02:47:32.000Z,c4912bf03f1ce3142ccb9f053ecdb3c031347093,2021-07-14T16:38:54.804Z,5ee75c60556129600ddaf0f4
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1023,JRRB109-City Wide - Emergency Protective Measures,033-0789C-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,7280.08,5460.06,5460.06,2009-09-04T02:47:32.000Z,9cef554bc4fa045040d93763a312940591a4b2b0,2021-07-14T16:38:54.804Z,5ee75c60556129600ddaf0f5
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1024,JRRE110-Vehicle Damages,033-0789C-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,1617.44,1213.08,1213.08,2009-09-04T02:47:32.000Z,7b0d9e3a3796269c2fc78d2b6113baeb6251b0a8,2021-07-14T16:38:54.805Z,5ee75c60556129600ddaf0f6
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1025,WPKA007-Debris Removal / Sand,033-15290-00,A - Debris Removal,A,Debris Removal,Small,King,33,Washington,WA,53,10667.12,8000.34,8000.34,2009-09-04T02:47:32.000Z,e09f2d27086deaa023bdd8545d7c83066e4d816f,2021-07-14T16:38:54.805Z,5ee75c60556129600ddaf0f7
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1026,WPKB008-48 Hour Snow Removal,033-15290-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,13051.71,9788.78,9788.78,2009-09-04T02:47:32.000Z,12b75a9f50e76380e9c099804c72d82d6ef6313c,2021-07-14T16:38:54.806Z,5ee75c60556129600ddaf0f8
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1027,"NBHE032-Emergency Vehicles A66, BR66, & A67",033-069E2-00,E - Public Buildings,E,Public Buildings,Small,King,33,Washington,WA,53,1488.39,1116.29,1116.29,2009-09-04T02:47:32.000Z,637a6ef1c3240343142131aba3dd79724afe5a4b,2021-07-14T16:38:54.807Z,5ee75c60556129600ddaf0f9
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1029,JRRB061'Seattle Children's Hospital-48 HR Snow Removal,033-UNHDQ-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,6958.99,5219.24,5219.24,2009-09-08T20:28:05.000Z,93153fde8a6a5dbe632f13b0d4433d783b0f6387,2021-07-14T16:38:54.807Z,5ee75c60556129600ddaf0fa
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1030,JRRB100-Emergency Protective Measures,033-UNHDQ-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,54590.73,40943.05,40943.05,2009-09-15T18:20:36.000Z,6c565be168ab9c64824a3e0ebb1180d6d3087b9f,2021-07-14T16:38:54.808Z,5ee75c60556129600ddaf0fb
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1032,NCBB033 - Emergency Protective Measures - Citywide,033-72625-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,25602.54,19201.91,19201.91,2009-09-08T20:28:05.000Z,1d654690ac84375f0781a92ce43b71777f7f06f4,2021-07-14T16:38:54.809Z,5ee75c60556129600ddaf0fc
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1033,NCBB025 - 48 Hours Snow Removal,033-63000-00,B - Protective Measures,B,Protective Measures,Large,King,33,Washington,WA,53,135280.1,101460.08,101460.08,2009-09-15T18:20:36.000Z,0f14a66d22bf6948d9413b5c76e9c31026fa632e,2021-07-14T16:38:54.809Z,5ee75c60556129600ddaf0fd
1825,2009-03-02T05:00:00.000Z,Severe Storm(s),1034,NCBB027 - City and Police EOC Operations,033-63000-00,B - Protective Measures,B,Protective Measures,Small,King,33,Washington,WA,53,10219.22,7664.42,7664.42,2009-09-08T20:28:05.000Z,d380d9ecd20cffd6e3edee415215724ac0ea9c6e,2021-07-14T16:38:54.810Z,5ee75c60556129600ddaf0fe
